"Label (Grouping)","Total:","Total:!!Black or African American alone"
"    Estimate","2,145","895"
"Census Tract 5257; Wayne County; Michigan","",""
"    Estimate","4,414","286"
"Census Tract 5258; Wayne County; Michigan","",""
"    Estimate","1,966","94"
"Census Tract 5259; Wayne County; Michigan","",""
"    Estimate","2,747","438"
"Census Tract 5260; Wayne County; Michigan","",""
"    Estimate","2,837","100"
"Census Tract 5261; Wayne County; Michigan","",""
"    Estimate","2,633","49"
"Census Tract 5262; Wayne County; Michigan","",""
"    Estimate","2,927","262"
"Census Tract 5263; Wayne County; Michigan","",""
"    Estimate","2,961","267"
"Census Tract 5264; Wayne County; Michigan","",""
"    Estimate","1,380","238"
"Census Tract 5265; Wayne County; Michigan","",""
"    Estimate","1,418","1,254"
"Census Tract 5279; Wayne County; Michigan","",""
"    Estimate","1,968","1,250"
"Census Tract 5301; Wayne County; Michigan","",""
"    Estimate","2,917","2,648"
"Census Tract 5302; Wayne County; Michigan","",""
"    Estimate","3,656","2,713"
"Census Tract 5303; Wayne County; Michigan","",""
"    Estimate","1,273","1,189"
"Census Tract 5304; Wayne County; Michigan","",""
"    Estimate","1,176","1,129"
"Census Tract 5305; Wayne County; Michigan","",""
"    Estimate","1,872","1,668"
"Census Tract 5308; Wayne County; Michigan","",""
"    Estimate","1,221","1,126"
"Census Tract 5309; Wayne County; Michigan","",""
"    Estimate","1,382","888"
"Census Tract 5311; Wayne County; Michigan","",""
"    Estimate","1,131","1,011"
"Census Tract 5312; Wayne County; Michigan","",""
"    Estimate","2,499","1,685"
"Census Tract 5313; Wayne County; Michigan","",""
"    Estimate","1,269","1,194"
"Census Tract 5314; Wayne County; Michigan","",""
"    Estimate","1,676","1,564"
"Census Tract 5315.01; Wayne County; Michigan","",""
"    Estimate","1,628","1,374"
"Census Tract 5315.02; Wayne County; Michigan","",""
"    Estimate","878","858"
"Census Tract 5316; Wayne County; Michigan","",""
"    Estimate","1,735","1,635"
"Census Tract 5317; Wayne County; Michigan","",""
"    Estimate","915","830"
"Census Tract 5318; Wayne County; Michigan","",""
"    Estimate","1,363","1,336"
"Census Tract 5319; Wayne County; Michigan","",""
"    Estimate","742","596"
"Census Tract 5321; Wayne County; Michigan","",""
"    Estimate","2,127","1,502"
"Census Tract 5324; Wayne County; Michigan","",""
"    Estimate","1,148","792"
"Census Tract 5326; Wayne County; Michigan","",""
"    Estimate","2,134","1,782"
"Census Tract 5327; Wayne County; Michigan","",""
"    Estimate","453","388"
"Census Tract 5330; Wayne County; Michigan","",""
"    Estimate","1,549","992"
"Census Tract 5331; Wayne County; Michigan","",""
"    Estimate","1,761","1,525"
"Census Tract 5332; Wayne County; Michigan","",""
"    Estimate","969","657"
"Census Tract 5333; Wayne County; Michigan","",""
"    Estimate","1,215","1,073"
"Census Tract 5334; Wayne County; Michigan","",""
"    Estimate","1,590","1,524"
"Census Tract 5336; Wayne County; Michigan","",""
"    Estimate","1,397","1,229"
"Census Tract 5338; Wayne County; Michigan","",""
"    Estimate","1,659","1,456"
"Census Tract 5339; Wayne County; Michigan","",""
"    Estimate","2,750","1,618"
"Census Tract 5341; Wayne County; Michigan","",""
"    Estimate","1,476","1,464"
"Census Tract 5342; Wayne County; Michigan","",""
"    Estimate","2,709","2,676"
"Census Tract 5343; Wayne County; Michigan","",""
"    Estimate","983","909"
"Census Tract 5344; Wayne County; Michigan","",""
"    Estimate","1,847","1,682"
"Census Tract 5347; Wayne County; Michigan","",""
"    Estimate","2,655","1,510"
"Census Tract 5348; Wayne County; Michigan","",""
"    Estimate","2,174","1,900"
"Census Tract 5350; Wayne County; Michigan","",""
"    Estimate","2,635","2,416"
"Census Tract 5351; Wayne County; Michigan","",""
"    Estimate","1,522","1,518"
"Census Tract 5352; Wayne County; Michigan","",""
"    Estimate","2,303","2,272"
"Census Tract 5353; Wayne County; Michigan","",""
"    Estimate","3,630","3,482"
"Census Tract 5356; Wayne County; Michigan","",""
"    Estimate","4,737","4,462"
"Census Tract 5357; Wayne County; Michigan","",""
"    Estimate","1,432","1,217"
"Census Tract 5358; Wayne County; Michigan","",""
"    Estimate","3,984","3,335"
"Census Tract 5361; Wayne County; Michigan","",""
"    Estimate","3,460","3,271"
"Census Tract 5362; Wayne County; Michigan","",""
"    Estimate","2,017","1,826"
"Census Tract 5363; Wayne County; Michigan","",""
"    Estimate","2,596","2,596"
"Census Tract 5364; Wayne County; Michigan","",""
"    Estimate","2,424","2,360"
"Census Tract 5365; Wayne County; Michigan","",""
"    Estimate","1,941","1,563"
"Census Tract 5366; Wayne County; Michigan","",""
"    Estimate","2,343","2,253"
"Census Tract 5367; Wayne County; Michigan","",""
"    Estimate","1,246","1,208"
"Census Tract 5368; Wayne County; Michigan","",""
"    Estimate","1,613","1,580"
"Census Tract 5369; Wayne County; Michigan","",""
"    Estimate","3,608","3,332"
"Census Tract 5370; Wayne County; Michigan","",""
"    Estimate","2,992","2,915"
"Census Tract 5371; Wayne County; Michigan","",""
"    Estimate","2,100","2,017"
"Census Tract 5372; Wayne County; Michigan","",""
"    Estimate","638","635"
"Census Tract 5373; Wayne County; Michigan","",""
"    Estimate","2,156","2,112"
"Census Tract 5375; Wayne County; Michigan","",""
"    Estimate","2,976","2,806"
"Census Tract 5376; Wayne County; Michigan","",""
"    Estimate","3,415","3,072"
"Census Tract 5377; Wayne County; Michigan","",""
"    Estimate","2,607","2,587"
"Census Tract 5378; Wayne County; Michigan","",""
"    Estimate","1,266","1,243"
"Census Tract 5381; Wayne County; Michigan","",""
"    Estimate","2,284","1,764"
"Census Tract 5382; Wayne County; Michigan","",""
"    Estimate","1,694","1,187"
"Census Tract 5383; Wayne County; Michigan","",""
"    Estimate","1,969","1,845"
"Census Tract 5384; Wayne County; Michigan","",""
"    Estimate","3,766","2,894"
"Census Tract 5385; Wayne County; Michigan","",""
"    Estimate","5,512","4,949"
"Census Tract 5386; Wayne County; Michigan","",""
"    Estimate","5,827","5,362"
"Census Tract 5387; Wayne County; Michigan","",""
"    Estimate","3,574","2,884"
"Census Tract 5388; Wayne County; Michigan","",""
"    Estimate","2,102","1,783"
"Census Tract 5389; Wayne County; Michigan","",""
"    Estimate","3,532","2,915"
"Census Tract 5390; Wayne County; Michigan","",""
"    Estimate","2,904","2,632"
"Census Tract 5391; Wayne County; Michigan","",""
"    Estimate","1,847","1,766"
"Census Tract 5392; Wayne County; Michigan","",""
"    Estimate","4,677","4,499"
"Census Tract 5393; Wayne County; Michigan","",""
"    Estimate","3,924","3,470"
"Census Tract 5394; Wayne County; Michigan","",""
"    Estimate","3,884","3,734"
"Census Tract 5395; Wayne County; Michigan","",""
"    Estimate","2,566","2,370"
"Census Tract 5396; Wayne County; Michigan","",""
"    Estimate","3,405","3,257"
"Census Tract 5397; Wayne County; Michigan","",""
"    Estimate","2,464","2,424"
"Census Tract 5401; Wayne County; Michigan","",""
"    Estimate","3,539","3,324"
"Census Tract 5402; Wayne County; Michigan","",""
"    Estimate","3,277","3,171"
"Census Tract 5403; Wayne County; Michigan","",""
"    Estimate","4,213","4,119"
"Census Tract 5404; Wayne County; Michigan","",""
"    Estimate","2,413","2,295"
"Census Tract 5405; Wayne County; Michigan","",""
"    Estimate","2,670","2,600"
"Census Tract 5406; Wayne County; Michigan","",""
"    Estimate","3,280","3,048"
"Census Tract 5407; Wayne County; Michigan","",""
"    Estimate","3,516","2,842"
"Census Tract 5408; Wayne County; Michigan","",""
"    Estimate","2,138","1,979"
"Census Tract 5409; Wayne County; Michigan","",""
"    Estimate","3,372","3,222"
"Census Tract 5410; Wayne County; Michigan","",""
"    Estimate","4,270","4,106"
"Census Tract 5411; Wayne County; Michigan","",""
"    Estimate","1,905","1,358"
"Census Tract 5412; Wayne County; Michigan","",""
"    Estimate","2,152","2,007"
"Census Tract 5413; Wayne County; Michigan","",""
"    Estimate","2,385","1,800"
"Census Tract 5414; Wayne County; Michigan","",""
"    Estimate","2,811","2,390"
"Census Tract 5415; Wayne County; Michigan","",""
"    Estimate","3,734","3,485"
"Census Tract 5417; Wayne County; Michigan","",""
"    Estimate","2,321","2,117"
"Census Tract 5418; Wayne County; Michigan","",""
"    Estimate","2,500","1,834"
"Census Tract 5421; Wayne County; Michigan","",""
"    Estimate","4,928","4,633"
"Census Tract 5422; Wayne County; Michigan","",""
"    Estimate","3,571","3,462"
"Census Tract 5423; Wayne County; Michigan","",""
"    Estimate","2,406","2,162"
"Census Tract 5424; Wayne County; Michigan","",""
"    Estimate","2,235","2,121"
"Census Tract 5425; Wayne County; Michigan","",""
"    Estimate","2,437","2,022"
"Census Tract 5426; Wayne County; Michigan","",""
"    Estimate","3,231","3,196"
"Census Tract 5429; Wayne County; Michigan","",""
"    Estimate","3,631","2,818"
"Census Tract 5430; Wayne County; Michigan","",""
"    Estimate","1,751","1,276"
"Census Tract 5431; Wayne County; Michigan","",""
"    Estimate","2,313","2,007"
"Census Tract 5432; Wayne County; Michigan","",""
"    Estimate","3,202","3,018"
"Census Tract 5433; Wayne County; Michigan","",""
"    Estimate","3,391","3,225"
"Census Tract 5434; Wayne County; Michigan","",""
"    Estimate","3,565","3,148"
"Census Tract 5435; Wayne County; Michigan","",""
"    Estimate","1,099","912"
"Census Tract 5437; Wayne County; Michigan","",""
"    Estimate","2,020","1,979"
"Census Tract 5439; Wayne County; Michigan","",""
"    Estimate","898","753"
"Census Tract 5440; Wayne County; Michigan","",""
"    Estimate","2,562","2,358"
"Census Tract 5441; Wayne County; Michigan","",""
"    Estimate","2,838","2,305"
"Census Tract 5442; Wayne County; Michigan","",""
"    Estimate","1,646","1,232"
"Census Tract 5443; Wayne County; Michigan","",""
"    Estimate","2,833","2,512"
"Census Tract 5448; Wayne County; Michigan","",""
"    Estimate","1,582","1,445"
"Census Tract 5451; Wayne County; Michigan","",""
"    Estimate","610","571"
"Census Tract 5452; Wayne County; Michigan","",""
"    Estimate","2,757","2,449"
"Census Tract 5455; Wayne County; Michigan","",""
"    Estimate","3,862","2,709"
"Census Tract 5456; Wayne County; Michigan","",""
"    Estimate","5,034","1,609"
"Census Tract 5457; Wayne County; Michigan","",""
"    Estimate","3,175","1,566"
"Census Tract 5458; Wayne County; Michigan","",""
"    Estimate","5,147","2,113"
"Census Tract 5459; Wayne County; Michigan","",""
"    Estimate","4,325","3,280"
"Census Tract 5460; Wayne County; Michigan","",""
"    Estimate","2,198","1,671"
"Census Tract 5461; Wayne County; Michigan","",""
"    Estimate","3,714","3,028"
"Census Tract 5462.01; Wayne County; Michigan","",""
"    Estimate","3,306","2,310"
"Census Tract 5463.01; Wayne County; Michigan","",""
"    Estimate","1,664","1,619"
"Census Tract 5466; Wayne County; Michigan","",""
"    Estimate","1,479","1,275"
"Census Tract 5467; Wayne County; Michigan","",""
"    Estimate","2,824","2,142"
"Census Tract 5470; Wayne County; Michigan","",""
"    Estimate","3,144","2,555"
"Census Tract 5471; Wayne County; Michigan","",""
"    Estimate","3,923","3,534"
"Census Tract 5472; Wayne County; Michigan","",""
"    Estimate","3,550","3,190"
"Census Tract 5501; Wayne County; Michigan","",""
"    Estimate","3,957","307"
"Census Tract 5502; Wayne County; Michigan","",""
"    Estimate","4,396","253"
"Census Tract 5503; Wayne County; Michigan","",""
"    Estimate","3,041","70"
"Census Tract 5504; Wayne County; Michigan","",""
"    Estimate","1,626","85"
"Census Tract 5505; Wayne County; Michigan","",""
"    Estimate","3,935","84"
"Census Tract 5506; Wayne County; Michigan","",""
"    Estimate","2,691","0"
"Census Tract 5507; Wayne County; Michigan","",""
"    Estimate","5,709","83"
"Census Tract 5508; Wayne County; Michigan","",""
"    Estimate","1,557","15"
"Census Tract 5509; Wayne County; Michigan","",""
"    Estimate","2,507","1"
"Census Tract 5511; Wayne County; Michigan","",""
"    Estimate","5,388","279"
"Census Tract 5512; Wayne County; Michigan","",""
"    Estimate","3,909","429"
"Census Tract 5513; Wayne County; Michigan","",""
"    Estimate","4,304","2,059"
"Census Tract 5514; Wayne County; Michigan","",""
"    Estimate","4,447","2,904"
"Census Tract 5515; Wayne County; Michigan","",""
"    Estimate","2,510","1,753"
"Census Tract 5516; Wayne County; Michigan","",""
"    Estimate","3,944","3,129"
"Census Tract 5517; Wayne County; Michigan","",""
"    Estimate","3,294","50"
"Census Tract 5518; Wayne County; Michigan","",""
"    Estimate","3,586","215"
"Census Tract 5520; Wayne County; Michigan","",""
"    Estimate","4,099","153"
"Census Tract 5521; Wayne County; Michigan","",""
"    Estimate","5,421","1,192"
"Census Tract 5522; Wayne County; Michigan","",""
"    Estimate","4,268","118"
"Census Tract 5523; Wayne County; Michigan","",""
"    Estimate","4,347","118"
"Census Tract 5524; Wayne County; Michigan","",""
"    Estimate","3,209","408"
"Census Tract 5528.01; Wayne County; Michigan","",""
"    Estimate","6,262","144"
"Census Tract 5530; Wayne County; Michigan","",""
"    Estimate","822","763"
"Census Tract 5531; Wayne County; Michigan","",""
"    Estimate","1,223","869"
"Census Tract 5532; Wayne County; Michigan","",""
"    Estimate","713","537"
"Census Tract 5536.01; Wayne County; Michigan","",""
"    Estimate","1,907","1,551"
"Census Tract 5538; Wayne County; Michigan","",""
"    Estimate","850","718"
"Census Tract 5541; Wayne County; Michigan","",""
"    Estimate","3,791","1,949"
"Census Tract 5542; Wayne County; Michigan","",""
"    Estimate","2,913","820"
"Census Tract 5543; Wayne County; Michigan","",""
"    Estimate","4,816","1,269"
"Census Tract 5544; Wayne County; Michigan","",""
"    Estimate","3,406","1,573"
"Census Tract 5545; Wayne County; Michigan","",""
"    Estimate","2,635","1,411"
"Census Tract 5546; Wayne County; Michigan","",""
"    Estimate","3,667","1,045"
"Census Tract 5547; Wayne County; Michigan","",""
"    Estimate","3,597","2,224"
"Census Tract 5548; Wayne County; Michigan","",""
"    Estimate","3,158","1,735"
"Census Tract 5549; Wayne County; Michigan","",""
"    Estimate","3,728","2,067"
"Census Tract 5551; Wayne County; Michigan","",""
"    Estimate","4,349","1,476"
"Census Tract 5553; Wayne County; Michigan","",""
"    Estimate","3,286","2,395"
"Census Tract 5554.01; Wayne County; Michigan","",""
"    Estimate","3,116","2,780"
"Census Tract 5555; Wayne County; Michigan","",""
"    Estimate","3,166","2,199"
"Census Tract 5556; Wayne County; Michigan","",""
"    Estimate","3,000","1,243"
"Census Tract 5561; Wayne County; Michigan","",""
"    Estimate","3,318","211"
"Census Tract 5562; Wayne County; Michigan","",""
"    Estimate","2,551","390"
"Census Tract 5563; Wayne County; Michigan","",""
"    Estimate","3,314","267"
"Census Tract 5564; Wayne County; Michigan","",""
"    Estimate","4,167","163"
"Census Tract 5565; Wayne County; Michigan","",""
"    Estimate","2,120","70"
"Census Tract 5566; Wayne County; Michigan","",""
"    Estimate","3,555","3"
"Census Tract 5567; Wayne County; Michigan","",""
"    Estimate","2,584","105"
"Census Tract 5568; Wayne County; Michigan","",""
"    Estimate","1,681","28"
"Census Tract 5569; Wayne County; Michigan","",""
"    Estimate","3,762","235"
"Census Tract 5570; Wayne County; Michigan","",""
"    Estimate","2,997","285"
"Census Tract 5571; Wayne County; Michigan","",""
"    Estimate","2,656","185"
"Census Tract 5572; Wayne County; Michigan","",""
"    Estimate","2,010","67"
"Census Tract 5573; Wayne County; Michigan","",""
"    Estimate","2,091","77"
"Census Tract 5574; Wayne County; Michigan","",""
"    Estimate","3,269","34"
"Census Tract 5575; Wayne County; Michigan","",""
"    Estimate","3,664","13"
"Census Tract 5576; Wayne County; Michigan","",""
"    Estimate","2,984","39"
"Census Tract 5577; Wayne County; Michigan","",""
"    Estimate","3,902","167"
"Census Tract 5579.01; Wayne County; Michigan","",""
"    Estimate","4,102","94"
"Census Tract 5580; Wayne County; Michigan","",""
"    Estimate","4,506","138"
"Census Tract 5581; Wayne County; Michigan","",""
"    Estimate","3,402","73"
"Census Tract 5582; Wayne County; Michigan","",""
"    Estimate","4,481","487"
"Census Tract 5583.01; Wayne County; Michigan","",""
"    Estimate","1,662","191"
"Census Tract 5584; Wayne County; Michigan","",""
"    Estimate","4,501","279"
"Census Tract 5585; Wayne County; Michigan","",""
"    Estimate","3,654","73"
"Census Tract 5586; Wayne County; Michigan","",""
"    Estimate","1,774","71"
"Census Tract 5587; Wayne County; Michigan","",""
"    Estimate","2,827","10"
"Census Tract 5588; Wayne County; Michigan","",""
"    Estimate","2,713","10"
"Census Tract 5589; Wayne County; Michigan","",""
"    Estimate","1,932","27"
"Census Tract 5590; Wayne County; Michigan","",""
"    Estimate","2,747","8"
"Census Tract 5591; Wayne County; Michigan","",""
"    Estimate","2,581","180"
"Census Tract 5592; Wayne County; Michigan","",""
"    Estimate","2,179","31"
"Census Tract 5598; Wayne County; Michigan","",""
"    Estimate","3,283","3,110"
"Census Tract 5601; Wayne County; Michigan","",""
"    Estimate","2,773","12"
"Census Tract 5602.01; Wayne County; Michigan","",""
"    Estimate","1,527","43"
"Census Tract 5602.02; Wayne County; Michigan","",""
"    Estimate","3,297","125"
"Census Tract 5603; Wayne County; Michigan","",""
"    Estimate","3,550","8"
"Census Tract 5604; Wayne County; Michigan","",""
"    Estimate","6,310","140"
"Census Tract 5612; Wayne County; Michigan","",""
"    Estimate","8,242","67"
"Census Tract 5613.01; Wayne County; Michigan","",""
"    Estimate","3,718","6"
"Census Tract 5613.02; Wayne County; Michigan","",""
"    Estimate","4,749","431"
"Census Tract 5616; Wayne County; Michigan","",""
"    Estimate","3,915","297"
"Census Tract 5617; Wayne County; Michigan","",""
"    Estimate","2,556","42"
"Census Tract 5619; Wayne County; Michigan","",""
"    Estimate","6,969","118"
"Census Tract 5623; Wayne County; Michigan","",""
"    Estimate","2,120","15"
"Census Tract 5624; Wayne County; Michigan","",""
"    Estimate","5,290","33"
"Census Tract 5625; Wayne County; Michigan","",""
"    Estimate","1,506","101"
"Census Tract 5626; Wayne County; Michigan","",""
"    Estimate","3,887","35"
"Census Tract 5627; Wayne County; Michigan","",""
"    Estimate","3,841","72"
"Census Tract 5628; Wayne County; Michigan","",""
"    Estimate","3,427","19"
"Census Tract 5629; Wayne County; Michigan","",""
"    Estimate","3,272","130"
"Census Tract 5632; Wayne County; Michigan","",""
"    Estimate","3,246","758"
"Census Tract 5633; Wayne County; Michigan","",""
"    Estimate","2,876","375"
"Census Tract 5634; Wayne County; Michigan","",""
"    Estimate","4,593","379"
"Census Tract 5635; Wayne County; Michigan","",""
"    Estimate","5,971","12"
"Census Tract 5636; Wayne County; Michigan","",""
"    Estimate","2,071","145"
"Census Tract 5637; Wayne County; Michigan","",""
"    Estimate","1,966","412"
"Census Tract 5638; Wayne County; Michigan","",""
"    Estimate","2,839","219"
"Census Tract 5639; Wayne County; Michigan","",""
"    Estimate","2,504","185"
"Census Tract 5640; Wayne County; Michigan","",""
"    Estimate","2,149","500"
"Census Tract 5641; Wayne County; Michigan","",""
"    Estimate","4,329","384"
"Census Tract 5642; Wayne County; Michigan","",""
"    Estimate","3,964","414"
"Census Tract 5643; Wayne County; Michigan","",""
"    Estimate","2,466","250"
"Census Tract 5644.01; Wayne County; Michigan","",""
"    Estimate","6,633","547"
"Census Tract 5644.02; Wayne County; Michigan","",""
"    Estimate","7,103","205"
"Census Tract 5645.01; Wayne County; Michigan","",""
"    Estimate","5,975","404"
"Census Tract 5645.02; Wayne County; Michigan","",""
"    Estimate","4,288","181"
"Census Tract 5645.03; Wayne County; Michigan","",""
"    Estimate","3,552","620"
"Census Tract 5645.04; Wayne County; Michigan","",""
"    Estimate","8,205","1,257"
"Census Tract 5646; Wayne County; Michigan","",""
"    Estimate","6,862","292"
"Census Tract 5647; Wayne County; Michigan","",""
"    Estimate","4,635","839"
"Census Tract 5648; Wayne County; Michigan","",""
"    Estimate","4,828","421"
"Census Tract 5649; Wayne County; Michigan","",""
"    Estimate","2,311","717"
"Census Tract 5650.01; Wayne County; Michigan","",""
"    Estimate","4,866","342"
"Census Tract 5651; Wayne County; Michigan","",""
"    Estimate","3,676","958"
"Census Tract 5652; Wayne County; Michigan","",""
"    Estimate","5,199","1,392"
"Census Tract 5653.01; Wayne County; Michigan","",""
"    Estimate","2,386","1,563"
"Census Tract 5653.02; Wayne County; Michigan","",""
"    Estimate","4,581","1,803"
"Census Tract 5656; Wayne County; Michigan","",""
"    Estimate","2,243","148"
"Census Tract 5657; Wayne County; Michigan","",""
"    Estimate","3,816","527"
"Census Tract 5658; Wayne County; Michigan","",""
"    Estimate","3,260","191"
"Census Tract 5659; Wayne County; Michigan","",""
"    Estimate","2,449","352"
"Census Tract 5664; Wayne County; Michigan","",""
"    Estimate","1,024","506"
"Census Tract 5665; Wayne County; Michigan","",""
"    Estimate","2,524","810"
"Census Tract 5666; Wayne County; Michigan","",""
"    Estimate","1,801","228"
"Census Tract 5667; Wayne County; Michigan","",""
"    Estimate","3,765","339"
"Census Tract 5668; Wayne County; Michigan","",""
"    Estimate","2,979","854"
"Census Tract 5669; Wayne County; Michigan","",""
"    Estimate","5,320","1,796"
"Census Tract 5670; Wayne County; Michigan","",""
"    Estimate","4,179","2,892"
"Census Tract 5671; Wayne County; Michigan","",""
"    Estimate","3,377","472"
"Census Tract 5672.01; Wayne County; Michigan","",""
"    Estimate","3,554","212"
"Census Tract 5672.02; Wayne County; Michigan","",""
"    Estimate","2,883","785"
"Census Tract 5673; Wayne County; Michigan","",""
"    Estimate","4,761","611"
"Census Tract 5674; Wayne County; Michigan","",""
"    Estimate","2,707","88"
"Census Tract 5678; Wayne County; Michigan","",""
"    Estimate","4,367","1,107"
"Census Tract 5679; Wayne County; Michigan","",""
"    Estimate","3,042","116"
"Census Tract 5680; Wayne County; Michigan","",""
"    Estimate","1,735","139"
"Census Tract 5682; Wayne County; Michigan","",""
"    Estimate","3,707","365"
"Census Tract 5683; Wayne County; Michigan","",""
"    Estimate","4,295","1,252"
"Census Tract 5684; Wayne County; Michigan","",""
"    Estimate","4,166","329"
"Census Tract 5685; Wayne County; Michigan","",""
"    Estimate","3,812","803"
"Census Tract 5687; Wayne County; Michigan","",""
"    Estimate","3,864","1,486"
"Census Tract 5688; Wayne County; Michigan","",""
"    Estimate","3,498","1,072"
"Census Tract 5689; Wayne County; Michigan","",""
"    Estimate","2,598","356"
"Census Tract 5691; Wayne County; Michigan","",""
"    Estimate","2,524","185"
"Census Tract 5692; Wayne County; Michigan","",""
"    Estimate","2,580","187"
"Census Tract 5693; Wayne County; Michigan","",""
"    Estimate","3,441","121"
"Census Tract 5694; Wayne County; Michigan","",""
"    Estimate","3,054","345"
"Census Tract 5695; Wayne County; Michigan","",""
"    Estimate","2,764","41"
"Census Tract 5696; Wayne County; Michigan","",""
"    Estimate","3,509","188"
"Census Tract 5697; Wayne County; Michigan","",""
"    Estimate","4,213","300"
"Census Tract 5698; Wayne County; Michigan","",""
"    Estimate","2,388","168"
"Census Tract 5699; Wayne County; Michigan","",""
"    Estimate","2,437","265"
"Census Tract 5701; Wayne County; Michigan","",""
"    Estimate","4,674","3,074"
"Census Tract 5702; Wayne County; Michigan","",""
"    Estimate","2,856","1,793"
"Census Tract 5704; Wayne County; Michigan","",""
"    Estimate","5,553","3,847"
"Census Tract 5705; Wayne County; Michigan","",""
"    Estimate","3,470","2,253"
"Census Tract 5706; Wayne County; Michigan","",""
"    Estimate","2,053","1,918"
"Census Tract 5708; Wayne County; Michigan","",""
"    Estimate","2,844","2,122"
"Census Tract 5709; Wayne County; Michigan","",""
"    Estimate","2,084","1,781"
"Census Tract 5710; Wayne County; Michigan","",""
"    Estimate","2,068","1,744"
"Census Tract 5715; Wayne County; Michigan","",""
"    Estimate","4,789","536"
"Census Tract 5716; Wayne County; Michigan","",""
"    Estimate","1,412","125"
"Census Tract 5717; Wayne County; Michigan","",""
"    Estimate","2,610","407"
"Census Tract 5718; Wayne County; Michigan","",""
"    Estimate","3,936","691"
"Census Tract 5719; Wayne County; Michigan","",""
"    Estimate","3,209","717"
"Census Tract 5720; Wayne County; Michigan","",""
"    Estimate","2,492","34"
"Census Tract 5721; Wayne County; Michigan","",""
"    Estimate","6,144","159"
"Census Tract 5722; Wayne County; Michigan","",""
"    Estimate","7,350","57"
"Census Tract 5724; Wayne County; Michigan","",""
"    Estimate","1,614","227"
"Census Tract 5725; Wayne County; Michigan","",""
"    Estimate","1,970","380"
"Census Tract 5726; Wayne County; Michigan","",""
"    Estimate","5,164","684"
"Census Tract 5727; Wayne County; Michigan","",""
"    Estimate","4,792","309"
"Census Tract 5728; Wayne County; Michigan","",""
"    Estimate","5,805","307"
"Census Tract 5729; Wayne County; Michigan","",""
"    Estimate","2,811","428"
"Census Tract 5730; Wayne County; Michigan","",""
"    Estimate","2,941","59"
"Census Tract 5731; Wayne County; Michigan","",""
"    Estimate","5,060","513"
"Census Tract 5733; Wayne County; Michigan","",""
"    Estimate","4,419","30"
"Census Tract 5734; Wayne County; Michigan","",""
"    Estimate","3,595","197"
"Census Tract 5735.01; Wayne County; Michigan","",""
"    Estimate","5,455","42"
"Census Tract 5736; Wayne County; Michigan","",""
"    Estimate","6,708","235"
"Census Tract 5737.01; Wayne County; Michigan","",""
"    Estimate","1,747","56"
"Census Tract 5737.02; Wayne County; Michigan","",""
"    Estimate","7,837","199"
"Census Tract 5738; Wayne County; Michigan","",""
"    Estimate","5,875","11"
"Census Tract 5739; Wayne County; Michigan","",""
"    Estimate","5,738","27"
"Census Tract 5740; Wayne County; Michigan","",""
"    Estimate","6,393","104"
"Census Tract 5741; Wayne County; Michigan","",""
"    Estimate","4,090","308"
"Census Tract 5742.03; Wayne County; Michigan","",""
"    Estimate","3,348","187"
"Census Tract 5743.01; Wayne County; Michigan","",""
"    Estimate","3,925","135"
"Census Tract 5746; Wayne County; Michigan","",""
"    Estimate","5,960","148"
"Census Tract 5747; Wayne County; Michigan","",""
"    Estimate","5,354","51"
"Census Tract 5748; Wayne County; Michigan","",""
"    Estimate","4,541","82"
"Census Tract 5749; Wayne County; Michigan","",""
"    Estimate","2,028","117"
"Census Tract 5750; Wayne County; Michigan","",""
"    Estimate","4,558","68"
"Census Tract 5751; Wayne County; Michigan","",""
"    Estimate","2,598","230"
"Census Tract 5752; Wayne County; Michigan","",""
"    Estimate","4,664","216"
"Census Tract 5753; Wayne County; Michigan","",""
"    Estimate","3,701","256"
"Census Tract 5754.01; Wayne County; Michigan","",""
"    Estimate","3,078","11"
"Census Tract 5755; Wayne County; Michigan","",""
"    Estimate","4,257","451"
"Census Tract 5756; Wayne County; Michigan","",""
"    Estimate","1,982","173"
"Census Tract 5760.01; Wayne County; Michigan","",""
"    Estimate","1,662","150"
"Census Tract 5761; Wayne County; Michigan","",""
"    Estimate","6,228","177"
"Census Tract 5762; Wayne County; Michigan","",""
"    Estimate","2,419","0"
"Census Tract 5763; Wayne County; Michigan","",""
"    Estimate","2,555","8"
"Census Tract 5764; Wayne County; Michigan","",""
"    Estimate","3,747","228"
"Census Tract 5765; Wayne County; Michigan","",""
"    Estimate","4,001","144"
"Census Tract 5766; Wayne County; Michigan","",""
"    Estimate","4,313","369"
"Census Tract 5767; Wayne County; Michigan","",""
"    Estimate","3,203","257"
"Census Tract 5770; Wayne County; Michigan","",""
"    Estimate","4,636","979"
"Census Tract 5771; Wayne County; Michigan","",""
"    Estimate","2,682","443"
"Census Tract 5772; Wayne County; Michigan","",""
"    Estimate","3,900","196"
"Census Tract 5773; Wayne County; Michigan","",""
"    Estimate","2,929","201"
"Census Tract 5774; Wayne County; Michigan","",""
"    Estimate","3,728","314"
"Census Tract 5775; Wayne County; Michigan","",""
"    Estimate","3,408","826"
"Census Tract 5776; Wayne County; Michigan","",""
"    Estimate","4,028","206"
"Census Tract 5777; Wayne County; Michigan","",""
"    Estimate","2,293","106"
"Census Tract 5778; Wayne County; Michigan","",""
"    Estimate","5,016","198"
"Census Tract 5779; Wayne County; Michigan","",""
"    Estimate","4,224","67"
